date,transaction,counterparty,lp_tokens,eth_value,wild_amount,gas_cost_eth,cost_eth,cost_usd,historical_eth_price,historical_wild_price,running_total_eth,running_total_usd,wallet,tx_hash,is_add
2023-05-12 12:00:00,"Add Liquidity: 69.882514 LP (15,113.37 WILD + 1.301628 ETH)",0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,69.882514,1.3,15113.37,0.005,-3.389827,-6128.87,1808.02,0.25,-3.389827,-6128.87,WARM,manual_add_liquidity_2023_05_12,True
2025-04-17 20:53:11,"Remove Liquidity: 69.882514 LP → 15,113.37 WILD + 1.301628 ETH",0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,-69.882514,1.3,15113.37,0.000169,4.130634,6536.93,1582.55,0.3,0.740807,408.05,WARM,0x59a496a837ea9481b52a9357f2b46a30c2b9690bb8e3bff88e16cbc1750bb7af,False
