timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2023-08-01T00:00:00.000Z";"2023-08-01T23:59:59.999Z";"2023-08-01T01:32:00.000Z";"2023-08-01T15:23:00.000Z";"2781";0.3195291737;0.3230389992;0.308527267;0.3143283559;458964.49;78812317.1;"2023-08-01T23:59:59.999Z"
"2023-07-31T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-31T22:17:00.000Z";"2023-07-31T21:19:00.000Z";"2781";0.3177917775;0.3222883559;0.3122128918;0.3195263675;558333.24;80115696.87;"2023-07-31T23:59:59.999Z"
"2023-07-30T00:00:00.000Z";"2023-07-30T23:59:59.999Z";"2023-07-30T19:36:00.000Z";"2023-07-30T01:03:00.000Z";"2781";0.3127949176;0.3225900696;0.3124991377;0.3178115419;532057.1;79686429.7;"2023-07-30T23:59:59.999Z"
"2023-07-29T00:00:00.000Z";"2023-07-29T23:59:59.999Z";"2023-07-29T20:33:00.000Z";"2023-07-29T01:48:00.000Z";"2781";0.3103107775;0.3136645774;0.3096131198;0.3127752269;463534.11;78423650.01;"2023-07-29T23:59:59.999Z"
"2023-07-28T00:00:00.000Z";"2023-07-28T23:59:59.999Z";"2023-07-28T13:49:00.000Z";"2023-07-28T23:59:00.000Z";"2781";0.3149223026;0.3166630314;0.310328705;0.310328705;544725.71;77810521.03;"2023-07-28T23:59:59.999Z"
"2023-07-27T00:00:00.000Z";"2023-07-27T23:59:59.999Z";"2023-07-27T10:17:00.000Z";"2023-07-27T00:00:00.000Z";"2781";0.3059100157;0.3186110791;0.3059100157;0.3149385958;482883.88;78966448.75;"2023-07-27T23:59:59.999Z"
"2023-07-26T00:00:00.000Z";"2023-07-26T23:59:59.999Z";"2023-07-26T21:23:00.000Z";"2023-07-26T01:13:00.000Z";"2781";0.3040672354;0.3076845169;0.3035854749;0.3059076662;357652.35;76701152.42;"2023-07-26T23:59:59.999Z"
"2023-07-25T00:00:00.000Z";"2023-07-25T23:59:59.999Z";"2023-07-25T14:18:00.000Z";"2023-07-25T00:00:00.000Z";"2781";0.3035850468;0.3075855861;0.3035850468;0.3040498511;359797.58;76235230.39;"2023-07-25T23:59:59.999Z"
"2023-07-24T00:00:00.000Z";"2023-07-24T23:59:59.999Z";"2023-07-24T01:11:00.000Z";"2023-07-24T16:30:00.000Z";"2781";0.3094044525;0.3098457562;0.3021606019;0.3035389584;421509.14;76107132.92;"2023-07-24T23:59:59.999Z"
"2023-07-23T00:00:00.000Z";"2023-07-23T23:59:59.999Z";"2023-07-23T19:17:00.000Z";"2023-07-23T01:02:00.000Z";"2781";0.3092899136;0.3123672629;0.3068076484;0.3094556673;368678.06;77590645.13;"2023-07-23T23:59:59.999Z"
